,Dates,1,2,3,4,5,6,7,8,9
581,8/3/2010,-2.056956064,-2.406455127,-2.098832883,-2.368757636,-2.387391414,-1.959291863,-2.169276948,-1.897359449,-1.909501523
582,8/4/2010,-2.206889388,-2.265657087,-2.102371856,-2.333269473,-2.354348978,-1.989933829,-2.082502579,-1.80236987,-1.935471563
583,8/5/2010,-1.997452531,-2.062643238,-2.10315837,-2.281724907,-2.422857876,-1.882155023,-2.107966884,-1.720330881,-1.947115303
584,8/8/2010,-2.261522706,-2.488890055,-2.245462589,-2.606097345,-2.542241857,-2.140629666,-2.046424942,-2.13816214,-1.985719556
585,8/9/2010,-1.896434584,-2.018819359,-1.964873988,-1.988420422,-2.092898845,-1.779272483,-1.686542428,-1.790407069,-1.622225376
586,8/10/2010,-1.875016431,-2.09434666,-2.008466463,-2.04505739,-2.113203099,-1.88684159,-1.68150573,-1.787397728,-1.544385566
587,8/11/2010,-1.835406411,-2.197949824,-2.080988776,-1.967928211,-2.192340705,-1.842322463,-1.664942573,-1.803152767,-1.675888235
588,8/12/2010,-2.03309198,-2.261704786,-2.257462898,-2.081345191,-2.324637587,-2.011306934,-1.81095736,-1.705557307,-1.50180924
589,8/15/2010,-1.831248894,-2.164420908,-1.945196322,-2.148167588,-2.173994452,-2.147519337,-1.813047855,-1.673586147,-1.680621368
590,8/16/2010,-2.086692225,-2.227923156,-2.063134803,-2.249026195,-2.418790993,-2.050885257,-1.951797435,-1.891305033,-1.782043227
591,8/17/2010,-2.02810575,-2.293392576,-2.236403569,-2.273011333,-2.131911818,-2.247491765,-1.928236835,-1.870988472,-1.776437889
592,8/18/2010,-1.916516765,-2.007628206,-1.914501628,-2.095059659,-2.029161224,-1.831209421,-1.915407993,-1.743585436,-1.697351767
593,8/19/2010,-1.865663593,-2.197356013,-2.212517765,-2.215996699,-2.236310477,-2.073564261,-1.822478835,-1.817224489,-1.84293433
594,8/22/2010,-1.990043135,-2.37846213,-2.234014265,-2.350659629,-2.37668013,-2.214607972,-2.120616131,-1.874479129,-1.874354027
595,8/23/2010,-1.951076798,-2.122693939,-2.134204012,-2.164421513,-2.215220824,-1.689289535,-1.91139047,-1.797023023,-1.617714113
596,8/24/2010,-1.902503747,-2.194823345,-2.046005399,-2.151181824,-2.396763728,-1.943981545,-1.793551063,-1.770733314,-1.755545503
597,8/25/2010,-1.998307691,-2.168588194,-2.156247213,-2.097584678,-2.28224156,-2.088867581,-1.758566022,-1.720601841,-1.714451065
598,8/26/2010,-1.936762815,-2.015875471,-2.030397221,-2.279937261,-2.388109435,-1.713338558,-1.806575213,-1.839076327,-1.656938331
599,8/29/2010,-2.238793389,-2.348012188,-2.418487852,-2.499588825,-2.534904401,-1.898752704,-2.096654687,-2.026641294,-1.78168443
600,8/30/2010,-1.936864792,-2.198716401,-2.174973289,-2.327077186,-2.308722302,-1.949379332,-1.839413153,-1.7347398,-1.968441888
601,8/31/2010,-1.981168365,-2.200613779,-1.963351969,-2.251897283,-2.262229599,-1.780328863,-1.779287759,-1.845957472,-1.793250351
602,9/1/2010,-2.129587052,-2.239470367,-2.129493629,-2.351005669,-2.456983411,-2.093030452,-2.100971463,-1.926222106,-1.822008041
603,9/2/2010,-1.901303532,-1.742565674,-1.961721583,-2.511847005,-2.39155962,-1.691879392,-2.108461907,-1.942268981,-1.982537434
604,9/5/2010,-2.543404662,-2.724014878,-2.402954669,-2.734548018,-2.496478448,-2.197045984,-2.368247431,-2.164540201,-2.120879333
605,9/6/2010,-2.051355371,-2.211079454,-2.244314783,-2.299635638,-2.427857941,-1.990855395,-2.013536784,-1.895825013,-1.91466002
606,9/7/2010,-2.245088572,-2.026174987,-2.381306391,-2.341314033,-2.279727624,-2.053682173,-1.890567963,-2.006631365,-1.86731161
607,9/8/2010,-2.045709461,-2.365861547,-2.223727734,-2.357288217,-2.468759649,-2.001669751,-2.137622566,-1.970277327,-1.981695914
608,9/9/2010,-2.320855475,-2.252835612,-2.056401006,-2.32938459,-2.451206801,-1.974815621,-2.066656862,-2.13412397,-1.879362652
609,9/12/2010,-2.444669038,-2.485969489,-2.198109201,-2.355923958,-2.421490303,-2.01894369,-2.127520219,-2.192909045,-1.885041454
610,9/13/2010,-2.128749529,-2.302157258,-1.987833426,-2.199677892,-2.187589711,-1.729077715,-1.994500339,-1.760187607,-1.692125247
611,9/14/2010,-2.049304391,-2.225359751,-2.118152884,-2.184751468,-2.116760592,-1.390637593,-1.953371279,-1.921898254,-1.746771266
612,9/15/2010,-1.988281631,-2.358121882,-1.73670813,-2.229902159,-2.132771399,-2.005552784,-1.911088832,-1.69005085,-1.804935561
613,9/16/2010,-2.102952143,-2.252601844,-2.159032013,-2.196313512,-2.315429548,-2.09320419,-1.888332843,-2.063323999,-1.845839531
614,9/19/2010,-2.158757314,-2.320647304,-2.131298051,-2.415881628,-2.4436266,-2.267984664,-2.150542631,-1.884709333,-1.764436718
615,9/20/2010,-1.804891506,-1.944492015,-2.155299211,-1.930462929,-2.288894888,-2.074984655,-1.676574018,-1.89851076,-1.646225459
616,9/21/2010,-2.054252678,-1.925000908,-2.227070242,-2.192424461,-2.185303587,-2.05454224,-1.802780028,-1.821553619,-1.69466345
617,9/22/2010,-2.024994658,-2.177170338,-2.155416877,-2.174398151,-2.343164474,-2.108845977,-1.860518453,-1.774464917,-1.769719122
618,9/23/2010,-2.021583435,-2.184363461,-1.986230296,-2.080493065,-2.22536051,-1.753188926,-1.799798859,-1.973890263,-1.66626161
619,9/26/2010,-2.237811816,-2.379374372,-2.142475274,-2.328812224,-2.456401774,-2.350959644,-1.934653968,-2.122249068,-1.883206689
620,9/27/2010,-2.138907252,-2.184168714,-2.082542911,-2.042581946,-2.027611494,-2.193508665,-1.83098114,-2.110931474,-1.676110333
621,9/28/2010,-2.248390847,-2.307089739,-2.114691287,-2.254961565,-2.378227815,-2.012366403,-1.830970455,-2.077172354,-1.790781325
622,9/29/2010,-2.078756549,-2.009650933,-2.026240897,-2.076628333,-2.020728428,-1.953979197,-1.680554901,-1.921164026,-1.677132971
623,9/30/2010,-2.065110031,-2.071541224,-2.015429656,-2.341884491,-2.327724347,-2.239995333,-2.015345501,-1.861160287,-1.719253504
624,10/3/2010,-2.277269907,-2.393745233,-2.183192856,-2.411504015,-2.441480224,-1.994449835,-2.014937179,-2.099549076,-1.831196421
625,10/4/2010,-1.73259757,-2.202114373,-2.192277763,-2.129940325,-2.227546868,-1.891206421,-1.946834219,-1.912465854,-1.608227472
626,10/5/2010,-2.20494885,-2.126051618,-2.316950868,-2.287581901,-2.407343746,-2.084652922,-1.951774206,-2.149671288,-1.677862147
627,10/6/2010,-1.794918667,-2.076300679,-2.060599553,-2.178486626,-2.064100666,-1.988889706,-1.846841343,-1.871135085,-1.757339487
628,10/7/2010,-1.665663225,-1.968302325,-2.099147548,-1.85629172,-2.185589502,-1.965679311,-1.62545072,-1.547803111,-1.503189848
629,10/10/2010,-2.259273858,-2.453138258,-2.125528306,-2.295367303,-2.571805534,-2.074503176,-2.012866344,-2.084068915,-1.785948499
630,10/11/2010,-2.075888163,-2.286826135,-2.047824522,-2.109318811,-2.219569858,-2.004693547,-1.863589755,-1.912230325,-1.748404613
631,10/12/2010,-2.196625939,-2.474937904,-2.103027995,-2.257994907,-2.352795714,-2.192466904,-2.043264604,-2.048504408,-1.793851704
632,10/13/2010,-1.939812093,-2.245938913,-1.933392171,-2.104625543,-2.219868685,-1.929580612,-1.969506111,-1.797577184,-1.77372676
633,10/14/2010,-1.819724863,-1.980934486,-2.028697244,-1.86948809,-2.154181277,-2.041546336,-1.810391266,-1.810053584,-1.719480987
634,10/17/2010,-2.026377641,-2.239327565,-2.075220244,-2.136909479,-2.256487059,-2.279748992,-1.827042546,-2.009303111,-1.752111827
635,10/18/2010,-1.645685992,-1.894589808,-1.892082035,-1.960302318,-2.179038004,-2.001160261,-1.753518547,-1.640389842,-1.547539127
636,10/19/2010,-1.783852549,-2.203466321,-2.094913362,-2.015502466,-2.05698012,-2.193638729,-1.80238821,-1.81587375,-1.631322675
637,10/20/2010,-1.822339533,-2.103985381,-1.909980665,-1.871035388,-2.146331114,-1.900319563,-1.671254417,-1.794004477,-1.600429118
638,10/21/2010,-1.991120759,-2.244296823,-1.824449136,-2.036067994,-2.306307983,-2.265180651,-1.768406405,-1.994218065,-1.725706556
639,10/24/2010,-2.033716025,-2.391827609,-2.104248222,-2.212438851,-2.441608334,-2.061671233,-1.990652194,-2.030458051,-1.820278219
640,10/25/2010,-2.013986438,-2.210929099,-1.970877038,-2.178738734,-2.085143135,-2.128328943,-1.868946238,-2.08967916,-1.599923467
641,10/26/2010,-1.68473667,-2.194627538,-2.00320002,-2.128753775,-2.304059355,-1.942209509,-1.871159856,-1.85962256,-1.595944424
642,10/27/2010,-2.040558694,-2.282161888,-2.086137803,-2.329103727,-2.275194094,-2.118158983,-1.819787628,-1.941871552,-1.72372455
643,10/28/2010,-1.897278396,-2.180113941,-1.958567531,-2.274268081,-2.35280513,-2.045399524,-1.764368117,-1.876571821,-1.743261125
644,10/31/2010,-2.021802216,-2.354834226,-1.969321002,-2.281308018,-2.25814408,-1.609844144,-1.89553039,-1.980156164,-1.701578506
645,11/1/2010,-1.744776654,-2.378311372,-2.237101746,-2.394035525,-2.442016993,-2.161119808,-2.020693444,-2.032259563,-1.863938852
646,11/2/2010,-1.833457266,-2.160634339,-1.954837818,-2.019180363,-2.234937496,-1.747536258,-1.858768686,-1.856233752,-1.787210982
647,11/3/2010,-2.120724278,-2.095014423,-1.944881494,-2.183870954,-2.176505635,-2.037849415,-1.863911961,-1.694820126,-1.730406322
648,11/4/2010,-2.032354919,-2.243480033,-1.946711944,-1.971772371,-2.144108987,-1.864698525,-1.75352423,-1.901860404,-1.728272907
649,11/7/2010,-2.031336866,-2.390162773,-2.068038735,-1.976708731,-2.358753474,-2.198513856,-1.886755249,-1.922748527,-1.67542215
650,11/8/2010,-1.875635934,-2.088243583,-2.064701092,-2.027213972,-2.144212924,-1.985308972,-1.783552549,-1.737831943,-1.619820312
651,11/9/2010,-1.774824064,-2.045344057,-1.996627638,-1.889028816,-2.001479301,-1.839401678,-1.647047042,-1.564570898,-1.497554983
652,11/10/2010,-1.665323164,-2.279722661,-1.996092574,-2.052951951,-2.193706383,-1.986695874,-1.868804038,-1.891055106,-1.687195545
653,11/11/2010,-1.656269044,-1.957024402,-1.959520753,-1.795737376,-2.128474422,-1.93914224,-1.596422492,-1.64120835,-1.412932314
654,11/14/2010,-1.923554097,-2.262032962,-1.921738746,-2.113318644,-2.260309801,-1.926724633,-1.766073482,-1.710275995,-1.60938527
655,11/15/2010,-1.856951983,-1.923990536,-2.072314558,-2.074800967,-2.167874787,-1.979997931,-1.72575784,-1.884026978,-1.578221637
656,11/16/2010,-1.932305884,-2.229573566,-2.316883925,-2.190087503,-2.330467047,-2.104146121,-1.912071273,-1.956863226,-1.763413898
657,11/17/2010,-2.165713426,-2.251957534,-2.05002172,-2.215615052,-2.370613433,-2.031733882,-1.877052008,-2.096026809,-1.772067757
658,11/18/2010,-2.082320151,-2.460631473,-2.151606574,-2.252937929,-2.38472977,-2.201804635,-2.002423769,-2.05049764,-1.751495484
659,11/21/2010,-1.990682897,-2.347619749,-2.149361132,-2.221655158,-2.449457027,-2.199535271,-1.881111135,-1.660124027,-1.75057764
660,11/22/2010,-1.76912238,-2.141861008,-1.981796757,-1.922641637,-2.223710281,-1.956357345,-1.701264806,-1.683722569,-1.659669263
661,11/23/2010,-1.928929149,-2.207271452,-1.976000491,-1.943566293,-2.169607437,-2.054716809,-1.853051678,-1.869644543,-1.611490799
662,11/24/2010,-2.162063242,-2.568507455,-2.274982744,-2.334333101,-2.501653815,-2.22188967,-1.978589595,-2.106936626,-1.888737421
663,11/25/2010,-1.835807751,-2.125736214,-2.281804671,-2.094860526,-2.386852914,-2.196892627,-1.768281956,-1.872650137,-1.705375628
664,11/28/2010,-1.847954898,-2.201796476,-2.202380502,-2.000203815,-2.434636247,-2.123920548,-1.76528531,-1.936819643,-1.664743477
665,11/29/2010,-1.832331806,-2.030744987,-2.013250259,-1.945514347,-2.300765689,-2.001195381,-1.742405731,-1.793581237,-1.656655308
666,11/30/2010,-1.796514493,-2.262479248,-1.893417673,-1.844000624,-2.199441557,-2.068781924,-1.705146471,-1.917202721,-1.740674949
667,12/1/2010,-2.008927476,-2.195097855,-2.059565027,-1.99714822,-2.240227148,-2.084655838,-1.741366545,-1.87302943,-1.669533936
668,12/2/2010,-2.045636972,-2.242376237,-1.872964331,-2.008902242,-2.265619713,-1.609451606,-1.885024905,-1.967161851,-1.754168844
669,12/5/2010,-2.187902225,-2.427216856,-2.048166554,-2.039697969,-2.432447816,-2.245073741,-1.820858313,-2.10899051,-1.702607875
670,12/6/2010,-1.985164243,-2.36525241,-2.133888127,-2.045109439,-2.393745028,-1.946922463,-1.891221959,-1.972981991,-1.678791783
671,12/7/2010,-1.967402184,-2.235490519,-2.107176178,-2.073599066,-2.345327289,-1.90703822,-1.8991549,-1.765909996,-1.68844859
672,12/8/2010,-1.947786192,-2.289014342,-2.033101914,-2.153747736,-2.394421932,-1.967665741,-1.933144297,-1.956393708,-1.658020891
673,12/9/2010,-2.300990244,-2.731375029,-2.463618306,-2.337373646,-2.421706197,-2.117613486,-2.138061608,-2.188585225,-1.972919348
674,12/12/2010,-2.415336613,-2.553342819,-2.118376216,-2.270665574,-2.483309168,-1.944836667,-1.99728557,-2.245646221,-1.836289451
675,12/13/2010,-2.190638572,-2.330198888,-1.926356901,-2.06865444,-2.256961606,-1.983056377,-1.859399369,-1.842666695,-1.679516346
676,12/14/2010,-2.143427779,-2.345678243,-2.054306776,-2.114964994,-2.283468841,-1.936288614,-1.93081427,-1.934825806,-1.793951754
677,12/15/2010,-2.221634659,-2.506676295,-2.081858526,-2.317588981,-2.446279204,-2.112222425,-2.057148592,-2.058834318,-1.924691624
678,12/16/2010,-2.226373587,-2.382157402,-2.062536484,-2.119137959,-2.383814323,-2.153148257,-1.963299885,-2.101391439,-1.76711692
679,12/19/2010,-2.271532928,-2.399225873,-2.168521978,-2.271971833,-2.334755657,-2.166970878,-2.014316788,-2.183412982,-1.866347043
680,12/20/2010,-2.435719075,-2.566527127,-2.179892031,-2.290709131,-2.536051959,-2.220171546,-2.089110128,-2.244028958,-1.893112166
681,12/21/2010,-2.411530068,-2.637728332,-2.20661274,-2.411306211,-2.515840332,-2.260809607,-2.238476779,-2.168227719,-1.908079791
682,12/22/2010,-2.364955202,-2.509562499,-2.173427478,-2.113249151,-2.395059141,-2.056642687,-2.191449681,-2.100530399,-1.861789467
683,12/23/2010,-2.574158754,-2.444863705,-2.276345699,-2.713253139,-2.414096085,-2.293836813,-2.205066418,-2.419512427,-2.045709958
684,12/26/2010,-2.385107709,-2.615183714,-2.270181626,-2.516469693,-2.580856685,-2.10810417,-2.165746467,-2.220916166,-2.015612562
685,12/27/2010,-2.330433699,-2.434674859,-1.985933929,-2.209425917,-2.28753626,-2.041069839,-2.128746119,-2.001209051,-1.821726762
686,12/28/2010,-2.401080795,-2.573321067,-2.234775978,-2.371300876,-2.408492033,-2.199864564,-2.147455115,-2.046159193,-1.99365676
687,12/29/2010,-2.296532576,-2.769434474,-1.94591933,-2.482843472,-2.316744038,-2.033542302,-2.216040297,-2.117813345,-1.89542159
688,12/30/2010,-2.257362266,-2.541977077,-1.887280427,-2.140450925,-2.258879866,-2.341656929,-2.011996507,-1.903650891,-1.639474756
689,1/2/2011,-2.449417939,-2.612433193,-2.246274517,-2.199730798,-2.236054213,-2.15109253,-1.918418674,-2.264963966,-1.77112038
690,1/3/2011,-2.029289171,-2.296081587,-1.992668123,-2.139728853,-2.191471949,-2.091796438,-1.866401571,-1.935047274,-1.767479232
691,1/4/2011,-2.00790921,-2.316806834,-1.950807164,-2.074558506,-2.161651231,-1.791708355,-1.937827637,-1.867691055,-1.749715745
692,1/5/2011,-2.267797515,-2.450957764,-2.14052533,-2.255242972,-2.293414029,-2.100260113,-1.922447373,-2.129800151,-1.872149414
693,1/6/2011,-2.155949283,-2.253068266,-2.173274683,-2.033194597,-2.107503173,-1.969534285,-1.83247588,-1.964279702,-1.75241814
694,1/9/2011,-2.174798571,-2.420586003,-2.116164408,-2.169234829,-2.352672543,-2.150750999,-1.973847864,-2.040807797,-1.855296959
695,1/10/2011,-2.110199714,-2.435263129,-1.925262034,-2.092092132,-2.402466925,-2.090330629,-1.918564962,-1.952829015,-1.722017122
696,1/11/2011,-2.097000603,-2.563356151,-2.167114771,-2.081892489,-2.175609121,-2.060495616,-2.095741426,-2.024160893,-1.80473661
697,1/12/2011,-2.131907098,-2.530767978,-2.056758468,-2.044684683,-2.279300731,-2.047524131,-1.898357458,-2.0270603,-1.752350258
698,1/13/2011,-2.108576968,-2.330812461,-2.073767647,-2.011730491,-2.338624809,-1.985091362,-1.898974709,-2.01013863,-1.718115256
699,1/16/2011,-2.320197236,-2.654969377,-2.321705338,-2.304606252,-2.486519084,-2.069127499,-1.993815355,-2.208988609,-1.96203793
700,1/17/2011,-2.182547739,-2.409763252,-2.008270986,-1.996919008,-2.102586193,-1.964904084,-1.931029933,-2.089934436,-1.777344752
701,1/18/2011,-2.212208584,-2.411297316,-2.101892335,-2.049722745,-2.388884789,-1.948691261,-1.987463889,-2.07766879,-1.85622733
702,1/19/2011,-1.927193035,-2.261602037,-2.102859906,-2.097974175,-2.330777913,-1.992165551,-1.91698152,-1.811365556,-1.787068459
703,1/20/2011,-2.066128009,-2.381934687,-2.125133481,-2.11894405,-2.24027771,-2.195235674,-1.850919203,-1.716322052,-1.872057095
704,1/23/2011,-2.192537963,-2.404949942,-2.014939867,-2.162231283,-2.483738684,-2.14082783,-1.976532651,-2.143066803,-1.832010994
705,1/24/2011,-1.919071707,-2.419558204,-2.021441348,-2.027525074,-1.983882088,-2.02337043,-1.823036694,-2.032148113,-1.605650945
706,1/25/2011,-2.035453188,-2.395543977,-2.122067716,-2.047109451,-2.15094883,-2.024943549,-2.023345126,-1.903737985,-1.862940837
707,1/26/2011,-2.010796925,-2.34798406,-1.958799495,-2.117353342,-2.309349495,-1.653912198,-1.928099302,-1.946601286,-1.750533358
708,1/27/2011,-2.169195027,-2.432659233,-2.276632248,-2.192613236,-2.27398681,-2.024271743,-2.039105225,-2.036111853,-1.908307689
709,1/30/2011,-2.192812624,-2.322776414,-2.197144888,-2.16817811,-2.368397228,-2.077426933,-1.862314105,-2.093647152,-1.823859134
710,1/31/2011,-2.061188752,-2.442841194,-2.063885141,-2.221102042,-2.179044142,-2.119838313,-2.059224841,-2.040367744,-1.746590686
711,2/1/2011,-2.394782814,-2.63419398,-2.154516782,-2.399455263,-2.454675597,-2.132382773,-2.058609772,-2.278725379,-1.969460778
712,2/2/2011,-2.251164013,-2.6004173,-2.211393943,-2.225246852,-2.349185746,-2.201176964,-2.162049095,-1.838692598,-1.937244557
713,2/3/2011,-2.112731429,-2.311414496,-2.022039297,-2.268728382,-2.457625848,-2.012335369,-2.071936554,-2.033077002,-1.857376789
714,2/6/2011,-2.363154849,-2.489578693,-2.25591242,-2.343188494,-2.489935204,-2.220487992,-2.122465737,-2.308852323,-1.934841996
715,2/7/2011,-2.119203886,-2.299968491,-2.203869462,-2.185724432,-2.411174548,-2.136635738,-2.018683939,-2.005679246,-1.851153092
716,2/8/2011,-2.350379309,-2.559262082,-2.163647233,-2.319080295,-2.497477861,-2.103621469,-2.099798875,-2.131585389,-1.898453215
717,2/9/2011,-2.188329797,-2.406402192,-2.123134206,-2.372638384,-2.439213583,-2.10749076,-1.994753418,-2.030324426,-1.851424958
718,2/10/2011,-2.205596099,-2.472580384,-2.238879862,-2.433055049,-2.46239611,-2.146718593,-2.051551225,-1.964258884,-1.835370318
719,2/13/2011,-2.262834555,-2.542959419,-2.339292621,-2.27407873,-2.442371902,-2.215782954,-2.133126247,-2.109496119,-1.804269034
720,2/14/2011,-2.310609181,-2.546516572,-2.25766653,-2.320271998,-2.34030256,-2.067840385,-2.033657803,-2.123434964,-1.803550385
721,2/15/2011,-2.115167099,-2.60783279,-1.785594777,-2.219168265,-2.24564062,-2.130073183,-1.971243908,-2.021980483,-1.923383381
722,2/16/2011,-2.253447605,-2.672573068,-2.103828026,-2.332721262,-2.471494241,-2.179648128,-2.059501303,-2.119662811,-1.839982203
723,2/17/2011,-2.46849155,-2.642015061,-2.277035187,-2.351393193,-2.496397821,-2.188461891,-2.169493036,-2.235349967,-1.997496419
724,2/20/2011,-2.58106014,-2.766804524,-2.408627967,-2.604720737,-2.950811574,-2.248649921,-2.094862949,-2.357762802,-1.972069662
725,2/21/2011,-2.0083956,-2.313664587,-2.064621648,-2.063138776,-2.388874658,-1.837599765,-1.814026744,-1.70712348,-1.613759747
726,2/22/2011,-2.07462622,-2.339531476,-2.310023041,-2.383944704,-2.374877246,-2.176031624,-2.069859853,-1.744878826,-1.662398827
727,2/23/2011,-2.093634827,-2.267449958,-2.151781652,-2.230949419,-2.232476096,-1.973638005,-2.008794778,-1.895371027,-1.803626735
728,2/24/2011,-2.341342744,-2.766931677,-2.281996207,-2.446933482,-2.362279907,-2.16564217,-2.110850731,-2.040795283,-1.585950322
729,2/27/2011,-2.315511049,-2.345620419,-2.357326675,-2.40428225,-2.229360418,-2.212452722,-1.820471445,-2.027054909,-1.695877745
730,2/28/2011,-2.404915205,-2.571175313,-2.375766075,-2.501856105,-2.445544679,-2.091229941,-2.157118054,-2.184235403,-1.835666754
731,3/1/2011,-2.311457584,-2.61959109,-2.380403312,-2.50256338,-2.4838085,-2.257732551,-2.249573606,-1.890916644,-2.068554041
732,3/2/2011,-2.433540564,-2.743197281,-2.348198748,-2.102675252,-2.58721597,-2.219209653,-2.031818386,-2.166938136,-1.802324085
733,3/3/2011,-2.244841376,-2.825995771,-2.208103278,-2.586099207,-2.670854063,-2.097142421,-2.094616829,-2.070534471,-1.862591535
734,3/6/2011,-2.332252336,-2.844880007,-2.536343931,-2.585148754,-2.647585253,-2.179424807,-2.07199114,-2.129923603,-2.0008334
735,3/7/2011,-2.333543316,-2.627497921,-2.255451469,-2.51948537,-2.617130202,-2.158784066,-2.14893812,-2.234715742,-1.878672541
736,3/8/2011,-2.406681758,-2.835465441,-2.344737638,-2.47744646,-2.520917955,-2.231656541,-2.158163083,-2.164430118,-1.832093982
737,3/9/2011,-2.211421269,-2.615623883,-2.276721658,-2.44050775,-2.474556437,-2.115367012,-2.071665792,-2.162013967,-1.89842371
738,3/10/2011,-2.062330343,-2.323438865,-2.226362694,-2.390847634,-2.489412255,-1.84257279,-2.019916089,-2.011884246,-1.889262971
739,3/13/2011,-2.050861465,-2.452358805,-2.186631182,-2.301245585,-2.338559014,-1.707048341,-2.049387457,-1.968075511,-1.803197707
740,3/14/2011,-1.612414425,-1.747932832,-2.057590672,-2.098020726,-2.178458168,-1.619997442,-1.706114977,-1.632580896,-1.544732602
741,3/15/2011,-1.69436971,-1.969743911,-2.108577287,-2.299190522,-2.231836023,-1.892723941,-1.654133221,-1.749071195,-1.615800054
742,3/16/2011,-1.468610486,-1.947972232,-1.357747783,-1.922493612,-2.028919007,-0.841522367,-1.677212733,-1.270816352,-1.680725515
743,3/17/2011,-1.675645878,-2.297182825,-1.820346592,-2.13140426,-2.106109316,-1.164905665,-1.679538547,-1.645679906,-1.600891596
744,3/20/2011,-2.275296945,-2.370294792,-2.137903794,-2.427382686,-2.556508594,-1.98708034,-1.845428345,-2.209292735,-1.911140838
745,3/21/2011,-2.378998262,-2.347605628,-2.514509621,-2.684622932,-2.618884781,-2.237800717,-2.217923425,-2.157300862,-2.079805418
746,3/22/2011,-2.354310004,-2.518710693,-2.197677632,-2.367813584,-2.473929126,-2.210625222,-2.079951686,-2.094231162,-1.91441383
747,3/23/2011,-2.372589842,-2.483913432,-2.170469937,-2.400768991,-2.362659184,-2.203627058,-2.182080175,-2.105787447,-1.861699553
748,3/24/2011,-2.222727829,-2.525598979,-2.345771023,-2.349318852,-2.374121724,-2.102635009,-2.008574584,-2.185529483,-1.904420995
749,3/27/2011,-2.319551423,-2.555847448,-2.270740457,-2.522181565,-2.491771701,-2.051198855,-2.150122016,-2.167922922,-2.005015725
750,3/28/2011,-2.359800135,-2.633557381,-2.429197475,-2.447998413,-2.525942718,-2.284029826,-2.187397427,-2.230948262,-1.845502615
751,3/29/2011,-2.416422586,-2.714198411,-2.249996949,-2.383580457,-2.557126308,-2.128871512,-2.13244217,-2.177688793,-1.916057844
752,3/30/2011,-2.432060059,-2.630343295,-2.409006925,-2.449677862,-2.557923257,-2.00772139,-2.143098386,-2.253058478,-1.869654972
753,3/31/2011,-2.30235204,-2.415252655,-1.950001057,-2.212648857,-2.186480661,-1.801968301,-1.940439386,-2.102937158,-1.756026828
754,4/3/2011,-2.466417827,-2.627304243,-2.42633798,-2.557865388,-2.627338525,-2.058757276,-2.082469649,-2.312188434,-1.939570438
755,4/4/2011,-2.3676316,-2.643810484,-2.241474497,-2.424541873,-2.351334292,-2.01107943,-2.188335238,-2.147006863,-2.062141159
756,4/5/2011,-2.29489726,-2.766966888,-1.976524066,-2.571233224,-2.42114974,-1.891791216,-2.162291474,-2.074722207,-1.900297522
757,4/6/2011,-2.111414577,-2.530741066,-2.327790531,-2.405414784,-2.57779578,-1.9768073,-2.032472087,-1.948183622,-1.902110979
758,4/7/2011,-2.382342299,-2.510730993,-2.241035928,-2.488067875,-2.492703445,-1.990997816,-2.217993283,-2.136174666,-2.0473978
759,4/10/2011,-2.361736008,-2.54016499,-2.362991057,-2.595503583,-2.555559059,-1.974123071,-2.133267906,-2.202057467,-1.951649168
760,4/11/2011,-2.01148085,-2.213737459,-2.012043515,-2.341359701,-2.192737036,-1.71587455,-1.996655903,-1.834258147,-1.668448358
761,4/12/2011,-2.111161899,-2.281732377,-2.3819876,-2.399335986,-2.484271275,-1.810375502,-2.112152082,-1.964493192,-1.87968359
762,4/13/2011,-2.206611495,-2.208826269,-2.109012268,-2.241335465,-2.382520698,-1.833706169,-1.83635876,-1.94690555,-1.821735834
763,4/14/2011,-2.350142079,-2.563229404,-2.330523791,-2.372103228,-2.580256001,-1.947174473,-2.114885855,-2.103928892,-1.890209278
764,4/17/2011,-2.119004592,-2.236380758,-1.971027959,-1.92236431,-2.227483307,-1.842746033,-1.768429391,-1.809774806,-1.563624918
765,4/18/2011,-2.207383427,-2.236780548,-2.35515785,-2.384501398,-2.540254875,-2.05252113,-1.974214383,-1.954933379,-1.878847799
766,4/19/2011,-2.242086069,-2.574245085,-2.119505149,-2.256701651,-2.48073829,-2.088918698,-1.953700551,-1.934250418,-1.805028577
767,4/20/2011,-2.290252555,-2.362666266,-2.169365192,-2.282205558,-2.34319767,-2.003817883,-1.926638973,-2.001824581,-1.824401559
768,4/21/2011,-2.763210856,-2.938517304,-2.663092144,-2.908312351,-2.773507707,-2.191678189,-2.200441256,-2.531297112,-2.339468254
769,4/24/2011,-2.286281518,-2.511238124,-2.359259957,-2.457148074,-2.661291553,-2.051095923,-2.268434061,-2.29591398,-2.041738996
770,4/25/2011,-2.263398308,-2.56191864,-2.154506159,-2.272414444,-2.468774275,-2.123458472,-2.043309069,-2.242752672,-1.806367273
771,4/26/2011,-2.019360358,-2.346078974,-1.906281329,-2.169016416,-2.063522723,-1.781262314,-1.996882129,-1.999546523,-1.848889185
772,4/27/2011,-2.244772805,-2.438665946,-2.156838674,-2.264230655,-2.414135462,-1.993734841,-2.046658927,-1.890453313,-1.848973918
773,4/28/2011,-2.34470358,-2.396245183,-2.240225184,-2.585630926,-2.660240402,-2.129153296,-2.158654129,-2.152657607,-2.056814277
774,5/1/2011,-2.053013816,-2.514923094,-2.126280574,-2.129090008,-2.418578159,-2.005615031,-1.931176311,-1.909494593,-1.857289715
